success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,audio_id,rt,device_id,view_history,stimulus,response,estimated_stimulus_onset
TRUE,FALSE,[],[],[],preload,0,3443,0.0-0.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,,,,,,
TRUE,,,,,fullscreen,1,14363,0.0-1.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,9905,,,,,
,,,,,initialize-microphone,2,22318,0.0-2.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,,4f05d5552e7053d2fd2b6925debf0e4b4410a3f7eafa034b282fd57f2eef8c58,,,,
,,,,,instructions,3,31956,0.0-3.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,9638,,"[{""page_index"":0,""viewing_time"":1336},{""page_index"":1,""viewing_time"":8302}]",,,
,,,,,image-button-response,4,36459,0.0-4.0-0.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,images/instructions/movie_1.png,null,
,,,,,image-button-response,5,39162,0.0-4.0-1.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,images/instructions/movie_1.png,null,
,,,,,image-button-response,6,40963,0.0-4.0-2.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,[],null,
,,,,,image-button-response,7,45465,0.0-4.0-0.1,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,images/instructions/movie_2.png,null,
,,,,,image-button-response,8,46403,0.0-4.0-1.1,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,938,,,images/instructions/movie_2.png,0,
,,,,,image-button-response,9,48205,0.0-4.0-2.1,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,[],null,
,,,,,image-button-response,10,52708,0.0-4.0-0.2,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,images/instructions/movie_3.png,null,
,,,,,image-button-response,11,53453,0.0-4.0-1.2,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,744,,,images/instructions/movie_3.png,0,
,,,,,image-button-response,12,55255,0.0-4.0-2.2,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,[],null,
,,,,,image-button-response,13,59757,0.0-4.0-0.3,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,images/instructions/movie_4.png,null,
,,,,,image-button-response,14,60566,0.0-4.0-1.3,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,808,,,images/instructions/movie_4.png,0,
,,,,,image-button-response,15,62368,0.0-4.0-2.3,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,null,,,[],null,
,,,,,instructions,16,67763,0.0-5.0,puweefsfd658k9k,puweefsfd658k9k-2024-04-14-17-17-57,5395,,"[{""page_index"":0,""viewing_time"":4265},{""page_index"":1,""viewing_time"":1130}]",,,
