success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,audio_id,rt,device_id,view_history,stimulus,response,estimated_stimulus_onset
TRUE,FALSE,[],[],[],preload,0,3970,0.0-0.0,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,,,,,,
TRUE,,,,,fullscreen,1,6912,0.0-1.0,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,1937,,,,,
,,,,,initialize-microphone,2,53340,0.0-2.0,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,,512992faa1847d0b593bd598fbceb4954ba0b5defb847cbbdff08280feade7da,,,,
,,,,,instructions,3,75774,0.0-3.0,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,22432,,"[{""page_index"":0,""viewing_time"":17022},{""page_index"":1,""viewing_time"":5408}]",,,
,,,,,image-button-response,4,80278,0.0-4.0-0.0,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,null,,,images/schemes/movie_scheme/movie_1.png,null,
,,,,,image-button-response,5,82980,0.0-4.0-1.0,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,null,,,images/schemes/movie_scheme/movie_1.png,null,
,,,,,image-button-response,6,84782,0.0-4.0-2.0,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,null,,,[],null,
,,,,,image-button-response,7,89285,0.0-4.0-0.1,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,null,,,images/schemes/movie_scheme/movie_2.png,null,
,,,,,image-button-response,8,90637,0.0-4.0-1.1,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,1350,,,images/schemes/movie_scheme/movie_2.png,0,
,,,,,image-button-response,9,92440,0.0-4.0-2.1,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,null,,,[],null,
,,,,,image-button-response,10,96942,0.0-4.0-0.2,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,null,,,images/schemes/movie_scheme/movie_3.png,null,
,,,,,image-button-response,11,97892,0.0-4.0-1.2,zabrw4h6qwfxfdy,zabrw4h6qwfxfdy-2024-02-16-03-37-59,949,,,images/schemes/movie_scheme/movie_3.png,0,
