"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","10","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","2131","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1114","","","",""
"","","","","","initialize-microphone","2","8537","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","TEqnuD9ZU5eI9GfWPA3LJWQU2I/2HtNnlGGv/dbge+U=","","",""
"","","","","","instructions","3","19218","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","10680","","[{""page_index"":0,""viewing_time"":5695},{""page_index"":1,""viewing_time"":4984}]","",""
"","","","","","image-button-response","4","23728","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","26184","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2456","","","images/instructions/movie_1.png","0"
"","","","","","image-button-response","6","28099","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","32995","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","35111","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","2117","","","images/instructions/movie_2.png","0"
"","","","","","image-button-response","9","37042","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","41547","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","42757","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","1209","","","images/instructions/movie_3.png","0"
"","","","","","image-button-response","12","44667","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","49179","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","50269","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","1089","","","images/instructions/movie_4.png","0"
"","","","","","image-button-response","15","52134","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","56842","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","4703","","","","{""Q0"":""Female"",""Q1"":""32""}"
"","","","","","instructions","17","60950","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","4106","","[{""page_index"":0,""viewing_time"":4106}]","",""
"","","","","","survey-text","18","63143","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2192","","","","{""Q0"":""AJFHBG892""}"
