"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","2880","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1869","","","",""
"","","","","","initialize-microphone","2","4841","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","7c9f60daab9a2f6aa0c4e2807f9270ff6cef04d6c228730f42f05512ece3bd22","","",""
"","","","","","instructions","3","7319","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2477","","[{""page_index"":0,""viewing_time"":1258},{""page_index"":1,""viewing_time"":1218}]","",""
"","","","","","image-button-response","4","11824","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","14319","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2492","","","images/instructions/movie_1.png","1"
"","","","","","image-button-response","6","16130","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","20637","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","23338","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","9","25148","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","29661","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","32369","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","12","34176","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","38692","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","40014","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","1320","","","images/instructions/movie_4.png","0"
"","","","","","image-button-response","15","41824","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","44532","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2705","","","","{""Q0"":"""",""Q1"":"""",""Q2"":""""}"
"","","","","","instructions","17","62890","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","18358","","[{""page_index"":0,""viewing_time"":18358}]","",""
"","","","","","survey-text","18","75175","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","12282","","","","{""Q0"":""AJFHBG982""}"
