success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,audio_id,rt,device_id,view_history,stimulus,response,estimated_stimulus_onset
TRUE,FALSE,[],[],[],preload,0,2729,0.0-0.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,,,,,,
TRUE,,,,,fullscreen,1,5464,0.0-1.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,1726,,,,,
,,,,,initialize-microphone,2,29561,0.0-2.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,,4XfxLSb1NMFIwujcTlRvsbnlnIqgAj3Rr6QQcVKwgRU=,,,,
,,,,,instructions,3,70350,0.0-3.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,40788,,"[{""page_index"":0,""viewing_time"":2280},{""page_index"":1,""viewing_time"":38508}]",,,
,,,,,image-button-response,4,74854,0.0-4.0-0.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,images/instructions/movie_1.png,null,
,,,,,image-button-response,5,77185,0.0-4.0-1.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,2330,,,images/instructions/movie_1.png,1,
,,,,,image-button-response,6,78996,0.0-4.0-2.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,[],null,
,,,,,image-button-response,7,83504,0.0-4.0-0.1,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,images/instructions/movie_2.png,null,
,,,,,image-button-response,8,85046,0.0-4.0-1.1,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,1541,,,images/instructions/movie_2.png,0,
,,,,,image-button-response,9,86927,0.0-4.0-2.1,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,[],null,
,,,,,image-button-response,10,91430,0.0-4.0-0.2,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,images/instructions/movie_3.png,null,
,,,,,image-button-response,11,92347,0.0-4.0-1.2,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,915,,,images/instructions/movie_3.png,0,
,,,,,image-button-response,12,94267,0.0-4.0-2.2,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,[],null,
,,,,,image-button-response,13,98774,0.0-4.0-0.3,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,images/instructions/movie_4.png,null,
,,,,,image-button-response,14,99760,0.0-4.0-1.3,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,986,,,images/instructions/movie_4.png,0,
,,,,,image-button-response,15,101564,0.0-4.0-2.3,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,null,,,[],null,
,,,,,instructions,16,106572,0.0-5.0,4g2yqq30avok993,4g2yqq30avok993-2024-03-20-17-03-00,5007,,"[{""page_index"":0,""viewing_time"":3910},{""page_index"":1,""viewing_time"":1097}]",,,
