"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","571","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","3166","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1584","","","",""
"","","","","","initialize-microphone","2","7256","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","99c2fb660b0a1a95e77d0923b1922dce11e3f95a6ebef9783bd734f101c15969","","",""
"","","","","","instructions","3","24173","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","16917","","[{""page_index"":0,""viewing_time"":11039},{""page_index"":1,""viewing_time"":5877}]","",""
"","","","","","image-button-response","4","28686","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","31387","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","6","33189","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","37690","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","40393","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","9","42193","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","46695","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","49396","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","12","51197","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","55698","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","57106","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","1407","","","images/instructions/movie_4.png","0"
"","","","","","image-button-response","15","58909","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","68440","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","9528","","","","{""Q0"":""MALE"",""Q1"":""31"",""Q2"":""855A05A43B1244C7868A368FE017CF85""}"
"","","","","","instructions","17","70787","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2346","","[{""page_index"":0,""viewing_time"":2346}]","",""
"","","","","","survey-text","18","73016","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2228","","","","{""Q0"":""AJFHBG892""}"
