"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","1098","0.0-0.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","","","","","",""
"true","","","","","fullscreen","1","1076204","0.0-1.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","1074145","","","","",""
"","","","","","initialize-microphone","2","1080111","0.0-2.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","","f0fb365953c7273f6e2472e16b606896ce0d6172f79d4a4f3de8a37256163760","","","",""
"","","","","","instructions","3","1081885","0.0-3.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","1773","","[{""page_index"":0,""viewing_time"":935},{""page_index"":1,""viewing_time"":838}]","","",""
"","","","","","image-button-response","4","1086390","0.0-4.0-0.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","1089092","0.0-4.0-1.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","6","1090893","0.0-4.0-2.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","[]","null",""
"","","","","","image-button-response","7","1095395","0.0-4.0-0.1","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","1096384","0.0-4.0-1.1","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","987","","","images/instructions/movie_2.png","0",""
"","","","","","image-button-response","9","1098186","0.0-4.0-2.1","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","[]","null",""
"","","","","","image-button-response","10","1102689","0.0-4.0-0.2","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","images/instructions/movie_3.png","null",""
"","","","","","image-button-response","11","1103804","0.0-4.0-1.2","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","1113","","","images/instructions/movie_3.png","0",""
"","","","","","image-button-response","12","1105605","0.0-4.0-2.2","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","[]","null",""
"","","","","","image-button-response","13","1110106","0.0-4.0-0.3","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","images/instructions/movie_4.png","null",""
"","","","","","image-button-response","14","1111269","0.0-4.0-1.3","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","1161","","","images/instructions/movie_4.png","0",""
"","","","","","image-button-response","15","1113071","0.0-4.0-2.3","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","null","","","[]","null",""
"","","","","","instructions","16","1120061","0.0-5.0","qd2vfwu3yu07ab2","qd2vfwu3yu07ab2-2024-03-20-17-25-55","6990","","[{""page_index"":0,""viewing_time"":5677},{""page_index"":1,""viewing_time"":1312}]","","",""
