success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,audio_id,rt,device_id,view_history,stimulus,response,estimated_stimulus_onset
TRUE,FALSE,[],[],[],preload,0,2424,0.0-0.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,,,,,,
TRUE,,,,,fullscreen,1,70843,0.0-1.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,67414,,,,,
,,,,,initialize-microphone,2,84766,0.0-2.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,,ea99b709d12f4bfe62f93e0b1a50d8195dca8928ab4335beb880a0d324b65fba,,,,
,,,,,instructions,3,100669,0.0-3.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,15901,,"[{""page_index"":0,""viewing_time"":5743},{""page_index"":1,""viewing_time"":10156}]",,,
,,,,,image-button-response,4,105175,0.0-4.0-0.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,images/instructions/movie_1.png,null,
,,,,,image-button-response,5,107879,0.0-4.0-1.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,images/instructions/movie_1.png,null,
,,,,,image-button-response,6,109683,0.0-4.0-2.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,[],null,
,,,,,image-button-response,7,114189,0.0-4.0-0.1,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,images/instructions/movie_2.png,null,
,,,,,image-button-response,8,116100,0.0-4.0-1.1,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,1909,,,images/instructions/movie_2.png,0,
,,,,,image-button-response,9,117903,0.0-4.0-2.1,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,[],null,
,,,,,image-button-response,10,122406,0.0-4.0-0.2,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,images/instructions/movie_3.png,null,
,,,,,image-button-response,11,123643,0.0-4.0-1.2,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,1234,,,images/instructions/movie_3.png,0,
,,,,,image-button-response,12,125447,0.0-4.0-2.2,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,[],null,
,,,,,image-button-response,13,129950,0.0-4.0-0.3,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,images/instructions/movie_4.png,null,
,,,,,image-button-response,14,130731,0.0-4.0-1.3,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,779,,,images/instructions/movie_4.png,0,
,,,,,image-button-response,15,132534,0.0-4.0-2.3,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,null,,,[],null,
,,,,,instructions,16,140571,0.0-5.0,9h94wm6gshthw1d,9h94wm6gshthw1d-2024-04-14-17-21-25,8036,,"[{""page_index"":0,""viewing_time"":5403},{""page_index"":1,""viewing_time"":2633}]",,,
