success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,audio_id,rt,device_id,view_history,stimulus,response,estimated_stimulus_onset
TRUE,FALSE,[],[],[],preload,0,8672,0.0-0.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,,,,,,
TRUE,,,,,fullscreen,1,11660,0.0-1.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,1967,,,,,
,,,,,initialize-microphone,2,19556,0.0-2.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,,ffd92e94c84ebbc4f916cd79969d332e354d93c297935e286db9ac159ce000b0,,,,
,,,,,instructions,3,23456,0.0-3.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,3899,,"[{""page_index"":0,""viewing_time"":1094},{""page_index"":1,""viewing_time"":2804}]",,,
,,,,,image-button-response,4,27980,0.0-4.0-0.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,images/instructions/movie_1.png,null,
,,,,,image-button-response,5,29723,0.0-4.0-1.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,1731,,,images/instructions/movie_1.png,1,
,,,,,image-button-response,6,31540,0.0-4.0-2.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,[],null,
,,,,,image-button-response,7,36063,0.0-4.0-0.1,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,images/instructions/movie_2.png,null,
,,,,,image-button-response,8,37952,0.0-4.0-1.1,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,1882,,,images/instructions/movie_2.png,0,
,,,,,image-button-response,9,39765,0.0-4.0-2.1,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,[],null,
,,,,,image-button-response,10,44269,0.0-4.0-0.2,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,images/instructions/movie_3.png,null,
,,,,,image-button-response,11,45337,0.0-4.0-1.2,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,1067,,,images/instructions/movie_3.png,0,
,,,,,image-button-response,12,47145,0.0-4.0-2.2,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,[],null,
,,,,,image-button-response,13,51649,0.0-4.0-0.3,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,images/instructions/movie_4.png,null,
,,,,,image-button-response,14,52548,0.0-4.0-1.3,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,892,,,images/instructions/movie_4.png,0,
,,,,,image-button-response,15,54357,0.0-4.0-2.3,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,null,,,[],null,
,,,,,instructions,16,58582,0.0-5.0,q28b0s20m2jg90u,q28b0s20m2jg90u-2024-04-14-17-35-59,4228,,"[{""page_index"":0,""viewing_time"":3392},{""page_index"":1,""viewing_time"":836}]",,,
