"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","3","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","5291","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","4274","","","",""
"","","","","","initialize-microphone","2","8618","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","9e26e434f7123f053590c5bfd9ef8c3e2e559cbfd9b0a86e93b48f427b9a9935","","",""
"","","","","","instructions","3","13933","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","5313","","[{""page_index"":0,""viewing_time"":2705},{""page_index"":1,""viewing_time"":2607}]","",""
"","","","","","image-button-response","4","18451","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","19748","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1295","","","images/instructions/movie_1.png","0"
"","","","","","image-button-response","6","21550","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","26055","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","27229","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","1173","","","images/instructions/movie_2.png","0"
"","","","","","image-button-response","9","29039","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","33557","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","34768","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","1209","","","images/instructions/movie_3.png","0"
"","","","","","image-button-response","12","36572","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","41079","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","42529","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","1447","","","images/instructions/movie_4.png","0"
"","","","","","image-button-response","15","44344","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","51815","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","7465","","","","{""Q0"":""female"",""Q1"":""40"",""Q2"":""2FE6FC01344148BF8C739219EF467904""}"
"","","","","","instructions","17","61854","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","10039","","[{""page_index"":0,""viewing_time"":10038}]","",""
"","","","","","survey-text","18","64433","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2570","","","","{""Q0"":""AJFHBG892""}"
