"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","656","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","3360","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1702","","","",""
"","","","","","initialize-microphone","2","11200","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","1326e0c89c32e35562802ede540fff5e986412135275345feea0b374a8bd1d51","","",""
"","","","","","instructions","3","23930","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","12730","","[{""page_index"":0,""viewing_time"":1472},{""page_index"":1,""viewing_time"":11258}]","",""
"","","","","","image-button-response","4","28432","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","31058","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2626","","","images/instructions/movie_1.png","0"
"","","","","","image-button-response","6","32859","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","37361","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","38341","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","980","","","images/instructions/movie_2.png","0"
"","","","","","image-button-response","9","40143","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","44644","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","45373","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","729","","","images/instructions/movie_3.png","0"
"","","","","","image-button-response","12","47174","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","51675","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","52496","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","820","","","images/instructions/movie_4.png","0"
"","","","","","image-button-response","15","54298","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","58645","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","4345","","","","{""Q0"":""MALE"",""Q1"":""32""}"
"","","","","","instructions","17","62572","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","3926","","[{""page_index"":0,""viewing_time"":3926}]","",""
"","","","","","survey-text","18","64176","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1603","","","","{""Q0"":""AJFHBG892""}"
