"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","success","timeout","failed_images","failed_audio","failed_video","device_id","stimulus","response"
"","1271","image-button-response","10","66113","0.0-6.0-1.1","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_2.png","0"
"","null","image-button-response","11","67914","0.0-6.0-2.1","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","[]","null"
"","null","image-button-response","12","72416","0.0-6.0-0.2","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_3.png","null"
"","1039","image-button-response","13","73456","0.0-6.0-1.2","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_3.png","0"
"","null","image-button-response","14","75263","0.0-6.0-2.2","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","[]","null"
"","null","image-button-response","15","79765","0.0-6.0-0.3","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_4.png","null"
"","980","image-button-response","16","80746","0.0-6.0-1.3","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_4.png","0"
"","null","image-button-response","17","82546","0.0-6.0-2.3","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","[]","null"
"","26663","survey-text","18","109212","0.0-7.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","","{""Q0"":""MALE"",""Q1"":""33"",""Q2"":""C6621875DACB4C7BBCCF729E46249B2E""}"
"[{""page_index"":0,""viewing_time"":3073}]","3073","instructions","19","112285","0.0-8.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","",""
"","22845","survey-text","20","135131","0.0-9.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","","{""Q0"":""""}"
