"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","success","timeout","failed_images","failed_audio","failed_video","device_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":17969}]","17969","instructions","0","17970","0.0-0.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4217}]","4217","instructions","1","22188","0.0-1.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","",""
"","","preload","2","22328","0.0-2.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","true","false","[]","[]","[]","","",""
"","3562","fullscreen","3","26891","0.0-3.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","true","","","","","","",""
"","","initialize-microphone","4","38045","0.0-4.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","5e2be00ef1ed7a23c98e094111c44256d533a68bfadc31ca2d9880ea69c30048","",""
"[{""page_index"":0,""viewing_time"":1943},{""page_index"":1,""viewing_time"":11315}]","13258","instructions","5","51303","0.0-5.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","",""
"","null","image-button-response","6","55815","0.0-6.0-0.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_1.png","null"
"","null","image-button-response","7","58520","0.0-6.0-1.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_1.png","null"
"","null","image-button-response","8","60334","0.0-6.0-2.0","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","[]","null"
"","null","image-button-response","9","64841","0.0-6.0-0.1","C6621875DACB4C7BBCCF729E46249B2E","bdde808d-9b03-4b01-864a-f4f0b31a47fd","7bdd7257-3b67-4aee-804c-4941df32afb5","{""participantId"":""C6621875DACB4C7BBCCF729E46249B2E"",""assignmentId"":""bdde808d-9b03-4b01-864a-f4f0b31a47fd"",""projectId"":""7bdd7257-3b67-4aee-804c-4941df32afb5""}","https://test12345.live/?participantId=C6621875DACB4C7BBCCF729E46249B2E&assignmentId=bdde808d-9b03-4b01-864a-f4f0b31a47fd&projectId=7bdd7257-3b67-4aee-804c-4941df32afb5","C6621875DACB4C7BBCCF729E46249B2E","","","","","","","images/instructions/movie_2.png","null"
