"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","choice","trial_name"
"true","false","[]","[]","[]","preload","0","2911","0.0-0.0","","","","","",""
"","","","","","instructions","1","7036","0.0-1.0","[{""page_index"":0,""viewing_time"":4124}]","4124","","","",""
"","","","","","instructions","2","22829","0.0-2.0","[{""page_index"":0,""viewing_time"":15793}]","15793","","","",""
"true","","","","","fullscreen","3","25497","0.0-3.0","","1666","","","",""
"","","","","","instructions","4","31053","0.0-4.0","[{""page_index"":0,""viewing_time"":5556}]","5556","","","",""
"","","","","","html-button-response","5","35200","0.0-5.0","","4145","
    <div style=""display: flex; justify-content: center; align-items: center; flex-direction: column;"">
      <div style=""display: flex; justify-content: center; align-items: center;"">
        <img src=""images/instructions/1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
        <img src=""images/instructions/2.png"" style=""width: 300px; height: 300px;"" />
      </div>
      <p>Does event 1 lead to event 2?</p>
    </div>","0","0",""
"","","","","","html-button-response","6","36356","0.0-6.0","","1156","
    <div style=""display: flex; justify-content: center; align-items: center; flex-direction: column;"">
      <div style=""display: flex; justify-content: center; align-items: center;"">
        <img src=""images/instructions/3.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
        <img src=""images/instructions/4.png"" style=""width: 300px; height: 300px;"" />
      </div>
      <p>YES, event 1 does lead to event 2.</p>
    </div>","0","0",""
"","","","","","html-button-response","7","37937","0.0-7.0","","1580","
    <div style=""display: flex; justify-content: center; align-items: center; flex-direction: column;"">
      <div style=""display: flex; justify-content: center; align-items: center;"">
        <img src=""images/instructions/5.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
        <img src=""images/instructions/6.png"" style=""width: 300px; height: 300px;"" />
      </div>
      <p>Does event 1 lead to event 2?</p>
    </div>","1","1",""
"","","","","","html-button-response","8","40853","0.0-8.0","","2916","
    <div style=""display: flex; justify-content: center; align-items: center; flex-direction: column;"">
      <div style=""display: flex; justify-content: center; align-items: center;"">
        <img src=""images/instructions/7.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
        <img src=""images/instructions/8.png"" style=""width: 300px; height: 300px;"" />
      </div>
      <p>NO, event 1 does not lead to event 2.</p>
    </div>","0","0",""
"","","","","","instructions","9","42948","0.0-9.0","[{""page_index"":0,""viewing_time"":2095}]","2095","","","",""
"","","","","","html-button-response","10","46444","0.0-10.0","","3495","
    <div style=""display: flex; justify-content: center; align-items: center; flex-direction: column;"">
      <div style=""display: flex; justify-content: center; align-items: center;"">
        <img src=""images/semantic/semantic_7/1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
        <img src=""images/semantic/semantic_7/2.png"" style=""width: 300px; height: 300px;"" />
      </div>
      <p>Does event 1 lead to event 2?</p>
    </div>","1","1","semantic_7"
"","","","","","html-button-response","11","48680","0.0-11.0","","2235","
    <div style=""display: flex; justify-content: center; align-items: center; flex-direction: column;"">
      <div style=""display: flex; justify-content: center; align-items: center;"">
        <img src=""images/causal/causal_5/1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
        <img src=""images/causal/causal_5/2.png"" style=""width: 300px; height: 300px;"" />
      </div>
      <p>Does event 1 lead to event 2?</p>
    </div>","0","0","causal_5"
