"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","90","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","2403","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1310","","","",""
"","","","","","initialize-microphone","2","4056","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","865cfdf1d7b7f3e3b8fc7c474a69f8ffd82e67fb5ba3adf7e69bc55de6016f9d","","",""
"","","","","","instructions","3","5882","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1824","","[{""page_index"":0,""viewing_time"":720},{""page_index"":1,""viewing_time"":1104}]","",""
"","","","","","image-button-response","4","10394","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","11361","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","966","","","images/instructions/movie_1.png","1"
"","","","","","image-button-response","6","13169","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","17672","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","18674","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","1000","","","images/instructions/movie_2.png","1"
"","","","","","image-button-response","9","20490","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","25007","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","25825","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","817","","","images/instructions/movie_3.png","1"
"","","","","","image-button-response","12","27630","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","32133","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","32617","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","483","","","images/instructions/movie_4.png","1"
"","","","","","image-button-response","15","34419","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","38122","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","3696","","","","{""Q0"":"""",""Q1"":"""",""Q2"":""""}"
"","","","","","instructions","17","39217","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1095","","[{""page_index"":0,""viewing_time"":1095}]","",""
"","","","","","survey-text","18","40121","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","902","","","","{""Q0"":""""}"
