"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","9","0.0-0.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","","","","","",""
"true","","","","","fullscreen","1","3236","0.0-1.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","2222","","","","",""
"","","","","","initialize-microphone","2","6570","0.0-2.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","","30dd22ab2b37206c966e6cc1697da94970f6bc28a96247bad18d1b2142137ac5","","","",""
"","","","","","instructions","3","10209","0.0-3.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","3638","","[{""page_index"":0,""viewing_time"":2077},{""page_index"":1,""viewing_time"":1560}]","","",""
"","","","","","image-button-response","4","14713","0.0-4.0-0.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","15858","0.0-4.0-1.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","1142","","","images/instructions/movie_1.png","1",""
"","","","","","image-button-response","6","17665","0.0-4.0-2.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","[]","null",""
"","","","","","image-button-response","7","22177","0.0-4.0-0.1","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","23041","0.0-4.0-1.1","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","863","","","images/instructions/movie_2.png","1",""
"","","","","","image-button-response","9","24851","0.0-4.0-2.1","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","[]","null",""
"","","","","","image-button-response","10","29361","0.0-4.0-0.2","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","images/instructions/movie_3.png","null",""
"","","","","","image-button-response","11","30176","0.0-4.0-1.2","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","814","","","images/instructions/movie_3.png","1",""
"","","","","","image-button-response","12","31991","0.0-4.0-2.2","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","[]","null",""
"","","","","","image-button-response","13","36504","0.0-4.0-0.3","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","images/instructions/movie_4.png","null",""
"","","","","","image-button-response","14","37275","0.0-4.0-1.3","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","770","","","images/instructions/movie_4.png","1",""
"","","","","","image-button-response","15","39082","0.0-4.0-2.3","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","null","","","[]","null",""
"","","","","","instructions","16","40889","0.0-5.0","zuhgtge60rggv5l","zuhgtge60rggv5l-2024-03-20-05-16-58","1807","","[{""page_index"":0,""viewing_time"":1254},{""page_index"":1,""viewing_time"":553}]","","",""
