"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","647","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","4607","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","2953","","","",""
"","","","","","initialize-microphone","2","9680","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","89b2fc1c2ccaa24d841fd1ee84942033de6de90ef9a48b954248379b12b7644f","","",""
"","","","","","instructions","3","17113","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","7432","","[{""page_index"":0,""viewing_time"":1649},{""page_index"":1,""viewing_time"":5783}]","",""
"","","","","","image-button-response","4","21618","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","24338","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","6","26149","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","30652","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","31969","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","1315","","","images/instructions/movie_2.png","0"
"","","","","","image-button-response","9","33771","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","38273","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","39351","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","1075","","","images/instructions/movie_3.png","0"
"","","","","","image-button-response","12","41153","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","45667","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","46563","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","894","","","images/instructions/movie_4.png","0"
"","","","","","image-button-response","15","48364","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","60127","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","11749","","","","{""Q0"":""MALE"",""Q1"":""38"",""Q2"":""B2A2ADCC8DA641E2B7F2162532EB402A""}"
"","","","","","instructions","17","65295","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","5167","","[{""page_index"":0,""viewing_time"":5167}]","",""
"","","","","","survey-text","18","70625","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","5328","","","","{""Q0"":""AJFHBG892""}"
