"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","rt","device_id","view_history","stimulus","response"
"true","false","[]","[]","[]","preload","0","845","0.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","","","",""
"true","","","","","fullscreen","1","3177","0.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","1321","","","",""
"","","","","","initialize-microphone","2","14660","0.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","","9e9b78ee8b0dd7b3c6279352f871ef44930ea7c2d42cac43ff031874e324b807","","",""
"","","","","","instructions","3","19793","0.0-3.0","","","","{"""":""""}","https://test12345.live/try_test.html","","5132","","[{""page_index"":0,""viewing_time"":1070},{""page_index"":1,""viewing_time"":4062}]","",""
"","","","","","image-button-response","4","24298","0.0-4.0-0.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","5","27001","0.0-4.0-1.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_1.png","null"
"","","","","","image-button-response","6","28803","0.0-4.0-2.0","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","7","33310","0.0-4.0-0.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_2.png","null"
"","","","","","image-button-response","8","34564","0.0-4.0-1.1","","","","{"""":""""}","https://test12345.live/try_test.html","","1253","","","images/instructions/movie_2.png","0"
"","","","","","image-button-response","9","36371","0.0-4.0-2.1","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","10","40878","0.0-4.0-0.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_3.png","null"
"","","","","","image-button-response","11","41790","0.0-4.0-1.2","","","","{"""":""""}","https://test12345.live/try_test.html","","911","","","images/instructions/movie_3.png","0"
"","","","","","image-button-response","12","43595","0.0-4.0-2.2","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","image-button-response","13","48102","0.0-4.0-0.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","images/instructions/movie_4.png","null"
"","","","","","image-button-response","14","49400","0.0-4.0-1.3","","","","{"""":""""}","https://test12345.live/try_test.html","","1297","","","images/instructions/movie_4.png","0"
"","","","","","image-button-response","15","51207","0.0-4.0-2.3","","","","{"""":""""}","https://test12345.live/try_test.html","","null","","","[]","null"
"","","","","","survey-text","16","57171","0.0-5.0","","","","{"""":""""}","https://test12345.live/try_test.html","","5960","","","","{""Q0"":""female"",""Q1"":""34""}"
"","","","","","instructions","17","61864","0.0-6.0","","","","{"""":""""}","https://test12345.live/try_test.html","","4693","","[{""page_index"":0,""viewing_time"":4693}]","",""
"","","","","","survey-text","18","65084","0.0-7.0","","","","{"""":""""}","https://test12345.live/try_test.html","","3219","","","","{""Q0"":""AJFHBG892""}"
