"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","success","timeout","failed_images","failed_audio","failed_video","device_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":15914}]","15914","instructions","0","15918","0.0-0.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","",""
"[{""page_index"":0,""viewing_time"":76039}]","76039","instructions","1","91958","0.0-1.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","",""
"","","preload","2","101256","0.0-2.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","true","false","[]","[]","[]","","",""
"","1760","fullscreen","3","104031","0.0-3.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","true","","","","","","",""
"","","initialize-microphone","4","115105","0.0-4.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","8f04d761d4a5e4bcf860e5874f32d110eef63aab31af80be9ed1d1437de54164","",""
"[{""page_index"":0,""viewing_time"":1620},{""page_index"":1,""viewing_time"":3325}]","4945","instructions","5","120050","0.0-5.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","",""
"","null","image-button-response","6","124557","0.0-6.0-0.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_1.png","null"
"","null","image-button-response","7","127265","0.0-6.0-1.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_1.png","null"
"","null","image-button-response","8","129073","0.0-6.0-2.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","[]","null"
"","null","image-button-response","9","133588","0.0-6.0-0.1","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_2.png","null"
"","1193","image-button-response","10","134784","0.0-6.0-1.1","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_2.png","0"
"","null","image-button-response","11","136595","0.0-6.0-2.1","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","[]","null"
"","null","image-button-response","12","141101","0.0-6.0-0.2","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_3.png","null"
"","2316","image-button-response","13","143419","0.0-6.0-1.2","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_3.png","0"
"","null","image-button-response","14","145221","0.0-6.0-2.2","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","[]","null"
"","null","image-button-response","15","149730","0.0-6.0-0.3","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_4.png","null"
"","1219","image-button-response","16","150951","0.0-6.0-1.3","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","images/instructions/movie_4.png","0"
"","null","image-button-response","17","152767","0.0-6.0-2.3","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","[]","null"
"","32377","survey-text","18","185161","0.0-7.0","AD20A5345C2C48678BC0560128746112","6add3409-958c-4f33-9cd8-9db179da392d","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""AD20A5345C2C48678BC0560128746112"",""assignmentId"":""6add3409-958c-4f33-9cd8-9db179da392d"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=AD20A5345C2C48678BC0560128746112&assignmentId=6add3409-958c-4f33-9cd8-9db179da392d&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","AD20A5345C2C48678BC0560128746112","","","","","","","","{""Q0"":""Male"",""Q1"":""22"",""Q2"":""AD20A5345C2C48678BC0560128746112""}"
