"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","1030","0.0-0.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","","","","","",""
"true","","","","","fullscreen","1","4487","0.0-1.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","2453","","","","",""
"","","","","","initialize-microphone","2","11236","0.0-2.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","","75b40ae4a275c01b1ec5cebbe23735d67bc2b64618b1e4d219a17e1a3bd9bc89","","","",""
"","","","","","instructions","3","23812","0.0-3.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","12575","","[{""page_index"":0,""viewing_time"":1164},{""page_index"":1,""viewing_time"":11411}]","","",""
"","","","","","image-button-response","4","28315","0.0-4.0-0.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","31017","0.0-4.0-1.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","6","32819","0.0-4.0-2.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","[]","null",""
"","","","","","image-button-response","7","37322","0.0-4.0-0.1","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","38433","0.0-4.0-1.1","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","1110","","","images/instructions/movie_2.png","0",""
"","","","","","image-button-response","9","40235","0.0-4.0-2.1","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","[]","null",""
"","","","","","image-button-response","10","44737","0.0-4.0-0.2","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","images/instructions/movie_3.png","null",""
"","","","","","image-button-response","11","45782","0.0-4.0-1.2","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","1043","","","images/instructions/movie_3.png","0",""
"","","","","","image-button-response","12","47583","0.0-4.0-2.2","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","[]","null",""
"","","","","","image-button-response","13","52086","0.0-4.0-0.3","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","images/instructions/movie_4.png","null",""
"","","","","","image-button-response","14","53215","0.0-4.0-1.3","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","1128","","","images/instructions/movie_4.png","0",""
"","","","","","image-button-response","15","55016","0.0-4.0-2.3","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","null","","","[]","null",""
"","","","","","instructions","16","61006","0.0-5.0","cz5f9z5qwhospc9","cz5f9z5qwhospc9-2024-03-21-23-44-11","5989","","[{""page_index"":0,""viewing_time"":4662},{""page_index"":1,""viewing_time"":1328}]","","",""
