success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,audio_id,rt,device_id,view_history,stimulus,response,estimated_stimulus_onset
TRUE,FALSE,[],[],[],preload,0,1765,0.0-0.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,,,,,,
TRUE,,,,,fullscreen,1,4911,0.0-1.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,2144,,,,,
,,,,,initialize-microphone,2,11100,0.0-2.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,,147f20b5798929b04ab15aa082e31760beb6e005a30bbc8f389da81b4c49a775,,,,
,,,,,instructions,3,14608,0.0-3.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,3508,,"[{""page_index"":0,""viewing_time"":1293},{""page_index"":1,""viewing_time"":2214}]",,,
,,,,,image-button-response,4,19117,0.0-4.0-0.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,images/instructions/movie_1.png,null,
,,,,,image-button-response,5,21249,0.0-4.0-1.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,2130,,,images/instructions/movie_1.png,1,
,,,,,image-button-response,6,23065,0.0-4.0-2.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,[],null,
,,,,,image-button-response,7,27571,0.0-4.0-0.1,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,images/instructions/movie_2.png,null,
,,,,,image-button-response,8,28720,0.0-4.0-1.1,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,1148,,,images/instructions/movie_2.png,0,
,,,,,image-button-response,9,30539,0.0-4.0-2.1,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,[],null,
,,,,,image-button-response,10,35047,0.0-4.0-0.2,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,images/instructions/movie_3.png,null,
,,,,,image-button-response,11,36171,0.0-4.0-1.2,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,1122,,,images/instructions/movie_3.png,0,
,,,,,image-button-response,12,37988,0.0-4.0-2.2,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,[],null,
,,,,,image-button-response,13,42501,0.0-4.0-0.3,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,images/instructions/movie_4.png,null,
,,,,,image-button-response,14,43335,0.0-4.0-1.3,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,832,,,images/instructions/movie_4.png,0,
,,,,,image-button-response,15,45138,0.0-4.0-2.3,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,null,,,[],null,
,,,,,instructions,16,49355,0.0-5.0,sl5zn066qw949jb,sl5zn066qw949jb-2024-04-14-17-30-30,4217,,"[{""page_index"":0,""viewing_time"":3289},{""page_index"":1,""viewing_time"":927}]",,,
