"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","3138","0.0-0.0","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","","","","","",""
"true","","","","","fullscreen","1","7186","0.0-1.0","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","3042","","","","",""
"","","","","","initialize-microphone","2","10651","0.0-2.0","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","","0e913b9aea405763055cd1adf1e30252753fae2437b178d4bfa5d0bb28944474","","","",""
"","","","","","instructions","3","15145","0.0-3.0","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","4493","","[{""page_index"":0,""viewing_time"":1001},{""page_index"":1,""viewing_time"":3491}]","","",""
"","","","","","image-button-response","4","19662","0.0-4.0-0.0","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","22376","0.0-4.0-1.0","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","6","24178","0.0-4.0-2.0","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","null","","","[]","null",""
"","","","","","image-button-response","7","28680","0.0-4.0-0.1","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","29952","0.0-4.0-1.1","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","1270","","","images/instructions/movie_2.png","0",""
"","","","","","image-button-response","9","31769","0.0-4.0-2.1","mt19r9vgyerdtjs","mt19r9vgyerdtjs-2024-03-20-15-18-40","null","","","[]","null",""
