"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","success","timeout","failed_images","failed_audio","failed_video","device_id","stimulus","response"
"[{""page_index"":0,""viewing_time"":40568}]","40570","instructions","0","40574","0.0-0.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","",""
"[{""page_index"":0,""viewing_time"":18657}]","18657","instructions","1","59237","0.0-1.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","",""
"","","preload","2","59730","0.0-2.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","true","false","[]","[]","[]","","",""
"","2245","fullscreen","3","62983","0.0-3.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","true","","","","","","",""
"","","initialize-microphone","4","80443","0.0-4.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","e0421ecfd8c1c37172433392bac2bb1b3a4c591cbbee35f78dad1eb444f1b0e5","",""
"[{""page_index"":0,""viewing_time"":1942},{""page_index"":1,""viewing_time"":3632}]","5575","instructions","5","86023","0.0-5.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","",""
"","null","image-button-response","6","90542","0.0-6.0-0.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_1.png","null"
"","null","image-button-response","7","93255","0.0-6.0-1.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_1.png","null"
"","null","image-button-response","8","95070","0.0-6.0-2.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","[]","null"
"","null","image-button-response","9","99582","0.0-6.0-0.1","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_2.png","null"
