"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","urlvar","current_url","subject","success","timeout","failed_images","failed_audio","failed_video","device_id","stimulus","response"
"","1223","image-button-response","10","100811","0.0-6.0-1.1","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_2.png","0"
"","null","image-button-response","11","102623","0.0-6.0-2.1","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","[]","null"
"","null","image-button-response","12","107134","0.0-6.0-0.2","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_3.png","null"
"","745","image-button-response","13","107884","0.0-6.0-1.2","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_3.png","0"
"","null","image-button-response","14","109691","0.0-6.0-2.2","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","[]","null"
"","null","image-button-response","15","114200","0.0-6.0-0.3","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_4.png","null"
"","921","image-button-response","16","115128","0.0-6.0-1.3","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","images/instructions/movie_4.png","0"
"","null","image-button-response","17","116940","0.0-6.0-2.3","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","[]","null"
"","21251","survey-text","18","138236","0.0-7.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","","{""Q0"":""female"",""Q1"":""40"",""Q2"":""FAC7CF95037D41FC9219CFEA2FDCFBCF""}"
"[{""page_index"":0,""viewing_time"":7516}]","7517","instructions","19","145755","0.0-8.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","",""
"","4682","survey-text","20","150467","0.0-9.0","FAC7CF95037D41FC9219CFEA2FDCFBCF","9ae0584c-acb8-4fc8-a157-295279488305","3fef9269-e678-42fb-a8c7-f74ec8d36089","{""participantId"":""FAC7CF95037D41FC9219CFEA2FDCFBCF"",""assignmentId"":""9ae0584c-acb8-4fc8-a157-295279488305"",""projectId"":""3fef9269-e678-42fb-a8c7-f74ec8d36089""}","https://test12345.live/?participantId=FAC7CF95037D41FC9219CFEA2FDCFBCF&assignmentId=9ae0584c-acb8-4fc8-a157-295279488305&projectId=3fef9269-e678-42fb-a8c7-f74ec8d36089","FAC7CF95037D41FC9219CFEA2FDCFBCF","","","","","","","","{""Q0"":""AJFHBG892""}"
