"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","selected_option","audio_id","view_history","rt","device_id","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","968","0.0-0.0","E143CBC654C645B0B0C0F1E25899EF42","E143CBC654C645B0B0C0F1E25899EF42","326a804a-cc8a-408f-815e-23fce7bca25d","8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","{""participantId"":""E143CBC654C645B0B0C0F1E25899EF42"",""assignmentId"":""326a804a-cc8a-408f-815e-23fce7bca25d"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}","https://test12345.live/?participantId=E143CBC654C645B0B0C0F1E25899EF42&assignmentId=326a804a-cc8a-408f-815e-23fce7bca25d&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","[{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","E143CBC654C645B0B0C0F1E25899EF42-2024-07-22-22-40-01","","","","","",""
"","","","","","instructions","1","60073","0.0-1.0","E143CBC654C645B0B0C0F1E25899EF42","E143CBC654C645B0B0C0F1E25899EF42","326a804a-cc8a-408f-815e-23fce7bca25d","8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","{""participantId"":""E143CBC654C645B0B0C0F1E25899EF42"",""assignmentId"":""326a804a-cc8a-408f-815e-23fce7bca25d"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}","https://test12345.live/?participantId=E143CBC654C645B0B0C0F1E25899EF42&assignmentId=326a804a-cc8a-408f-815e-23fce7bca25d&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","[{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","E143CBC654C645B0B0C0F1E25899EF42-2024-07-22-22-40-01","[{""page_index"":0,""viewing_time"":59104}]","59105","","","",""
"","","","","","instructions","2","63813","0.0-2.0","E143CBC654C645B0B0C0F1E25899EF42","E143CBC654C645B0B0C0F1E25899EF42","326a804a-cc8a-408f-815e-23fce7bca25d","8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","{""participantId"":""E143CBC654C645B0B0C0F1E25899EF42"",""assignmentId"":""326a804a-cc8a-408f-815e-23fce7bca25d"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}","https://test12345.live/?participantId=E143CBC654C645B0B0C0F1E25899EF42&assignmentId=326a804a-cc8a-408f-815e-23fce7bca25d&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","[{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","E143CBC654C645B0B0C0F1E25899EF42-2024-07-22-22-40-01","[{""page_index"":0,""viewing_time"":3733}]","3739","","","",""
"true","","","","","fullscreen","3","66199","0.0-3.0","E143CBC654C645B0B0C0F1E25899EF42","E143CBC654C645B0B0C0F1E25899EF42","326a804a-cc8a-408f-815e-23fce7bca25d","8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","{""participantId"":""E143CBC654C645B0B0C0F1E25899EF42"",""assignmentId"":""326a804a-cc8a-408f-815e-23fce7bca25d"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}","https://test12345.live/?participantId=E143CBC654C645B0B0C0F1E25899EF42&assignmentId=326a804a-cc8a-408f-815e-23fce7bca25d&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","[{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","E143CBC654C645B0B0C0F1E25899EF42-2024-07-22-22-40-01","","1381","","","",""
"","","","","","initialize-microphone","4","85099","0.0-4.0","E143CBC654C645B0B0C0F1E25899EF42","E143CBC654C645B0B0C0F1E25899EF42","326a804a-cc8a-408f-815e-23fce7bca25d","8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","{""participantId"":""E143CBC654C645B0B0C0F1E25899EF42"",""assignmentId"":""326a804a-cc8a-408f-815e-23fce7bca25d"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}","https://test12345.live/?participantId=E143CBC654C645B0B0C0F1E25899EF42&assignmentId=326a804a-cc8a-408f-815e-23fce7bca25d&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","[{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","E143CBC654C645B0B0C0F1E25899EF42-2024-07-22-22-40-01","","","B28D88E70FADD2063A7A96E82110CFE5635A8CF6","","",""
"","","","","","instructions","5","96240","0.0-5.0","E143CBC654C645B0B0C0F1E25899EF42","E143CBC654C645B0B0C0F1E25899EF42","326a804a-cc8a-408f-815e-23fce7bca25d","8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","{""participantId"":""E143CBC654C645B0B0C0F1E25899EF42"",""assignmentId"":""326a804a-cc8a-408f-815e-23fce7bca25d"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}","https://test12345.live/?participantId=E143CBC654C645B0B0C0F1E25899EF42&assignmentId=326a804a-cc8a-408f-815e-23fce7bca25d&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","[{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","E143CBC654C645B0B0C0F1E25899EF42-2024-07-22-22-40-01","[{""page_index"":0,""viewing_time"":1858},{""page_index"":1,""viewing_time"":4143},{""page_index"":2,""viewing_time"":5140}]","11141","","","",""
"","","","","","image-button-response","6","101245","0.0-6.0","E143CBC654C645B0B0C0F1E25899EF42","E143CBC654C645B0B0C0F1E25899EF42","326a804a-cc8a-408f-815e-23fce7bca25d","8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","{""participantId"":""E143CBC654C645B0B0C0F1E25899EF42"",""assignmentId"":""326a804a-cc8a-408f-815e-23fce7bca25d"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}","https://test12345.live/?participantId=E143CBC654C645B0B0C0F1E25899EF42&assignmentId=326a804a-cc8a-408f-815e-23fce7bca25d&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15","[{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","E143CBC654C645B0B0C0F1E25899EF42-2024-07-22-22-40-01","","null","","images/instructions/movie_0.png","null",""
