"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","selected_option","audio_id","view_history","rt","device_id","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","9560","0.0-0.0","60E605E88628420C95E0A2A74D23A5BA","60E605E88628420C95E0A2A74D23A5BA","3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8","c4148777-c203-4980-89e5-92158c240b34","{""participantId"":""60E605E88628420C95E0A2A74D23A5BA"",""assignmentId"":""3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8"",""projectId"":""c4148777-c203-4980-89e5-92158c240b34""}","https://test12345.live/?participantId=60E605E88628420C95E0A2A74D23A5BA&assignmentId=3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8&projectId=c4148777-c203-4980-89e5-92158c240b34","[{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","60E605E88628420C95E0A2A74D23A5BA-2024-08-13-17-27-58","","","","","",""
"","","","","","instructions","1","16645","0.0-1.0","60E605E88628420C95E0A2A74D23A5BA","60E605E88628420C95E0A2A74D23A5BA","3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8","c4148777-c203-4980-89e5-92158c240b34","{""participantId"":""60E605E88628420C95E0A2A74D23A5BA"",""assignmentId"":""3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8"",""projectId"":""c4148777-c203-4980-89e5-92158c240b34""}","https://test12345.live/?participantId=60E605E88628420C95E0A2A74D23A5BA&assignmentId=3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8&projectId=c4148777-c203-4980-89e5-92158c240b34","[{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","60E605E88628420C95E0A2A74D23A5BA-2024-08-13-17-27-58","[{""page_index"":0,""viewing_time"":7084}]","7085","","","",""
"","","","","","instructions","2","19280","0.0-2.0","60E605E88628420C95E0A2A74D23A5BA","60E605E88628420C95E0A2A74D23A5BA","3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8","c4148777-c203-4980-89e5-92158c240b34","{""participantId"":""60E605E88628420C95E0A2A74D23A5BA"",""assignmentId"":""3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8"",""projectId"":""c4148777-c203-4980-89e5-92158c240b34""}","https://test12345.live/?participantId=60E605E88628420C95E0A2A74D23A5BA&assignmentId=3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8&projectId=c4148777-c203-4980-89e5-92158c240b34","[{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","60E605E88628420C95E0A2A74D23A5BA-2024-08-13-17-27-58","[{""page_index"":0,""viewing_time"":2633}]","2634","","","",""
"true","","","","","fullscreen","3","21506","0.0-3.0","60E605E88628420C95E0A2A74D23A5BA","60E605E88628420C95E0A2A74D23A5BA","3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8","c4148777-c203-4980-89e5-92158c240b34","{""participantId"":""60E605E88628420C95E0A2A74D23A5BA"",""assignmentId"":""3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8"",""projectId"":""c4148777-c203-4980-89e5-92158c240b34""}","https://test12345.live/?participantId=60E605E88628420C95E0A2A74D23A5BA&assignmentId=3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8&projectId=c4148777-c203-4980-89e5-92158c240b34","[{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","60E605E88628420C95E0A2A74D23A5BA-2024-08-13-17-27-58","","1224","","","",""
"","","","","","initialize-microphone","4","24911","0.0-4.0","60E605E88628420C95E0A2A74D23A5BA","60E605E88628420C95E0A2A74D23A5BA","3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8","c4148777-c203-4980-89e5-92158c240b34","{""participantId"":""60E605E88628420C95E0A2A74D23A5BA"",""assignmentId"":""3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8"",""projectId"":""c4148777-c203-4980-89e5-92158c240b34""}","https://test12345.live/?participantId=60E605E88628420C95E0A2A74D23A5BA&assignmentId=3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8&projectId=c4148777-c203-4980-89e5-92158c240b34","[{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","60E605E88628420C95E0A2A74D23A5BA-2024-08-13-17-27-58","","","9b1a6c0a8f5cb96b80eee3755ca2e7fb9f9bc3205f9838e6f3b30418da96cf20","","",""
"","","","","","instructions","5","33205","0.0-5.0","60E605E88628420C95E0A2A74D23A5BA","60E605E88628420C95E0A2A74D23A5BA","3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8","c4148777-c203-4980-89e5-92158c240b34","{""participantId"":""60E605E88628420C95E0A2A74D23A5BA"",""assignmentId"":""3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8"",""projectId"":""c4148777-c203-4980-89e5-92158c240b34""}","https://test12345.live/?participantId=60E605E88628420C95E0A2A74D23A5BA&assignmentId=3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8&projectId=c4148777-c203-4980-89e5-92158c240b34","[{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","60E605E88628420C95E0A2A74D23A5BA-2024-08-13-17-27-58","[{""page_index"":0,""viewing_time"":1248},{""page_index"":1,""viewing_time"":2830},{""page_index"":2,""viewing_time"":4215}]","8293","","","",""
"","","","","","image-button-response","6","38213","0.0-6.0","60E605E88628420C95E0A2A74D23A5BA","60E605E88628420C95E0A2A74D23A5BA","3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8","c4148777-c203-4980-89e5-92158c240b34","{""participantId"":""60E605E88628420C95E0A2A74D23A5BA"",""assignmentId"":""3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8"",""projectId"":""c4148777-c203-4980-89e5-92158c240b34""}","https://test12345.live/?participantId=60E605E88628420C95E0A2A74D23A5BA&assignmentId=3bf6dc1a-6db0-4d08-ab8c-d7fa8a3862a8&projectId=c4148777-c203-4980-89e5-92158c240b34","[{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]","60E605E88628420C95E0A2A74D23A5BA-2024-08-13-17-27-58","","null","","images/instructions/movie_0.png","null",""
