"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","6255","0.0-0.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","","","","","",""
"true","","","","","fullscreen","1","11306","0.0-1.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","4049","","","","",""
"","","","","","initialize-microphone","2","24676","0.0-2.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","","799c4aa4aca2f4ccaf835f592ad0124a7ae01bb2d5657e6dca0c47f1ca5b166c","","","",""
"","","","","","instructions","3","30381","0.0-3.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","5705","","[{""page_index"":0,""viewing_time"":1183},{""page_index"":1,""viewing_time"":4522}]","","",""
"","","","","","image-button-response","4","34884","0.0-4.0-0.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","37586","0.0-4.0-1.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","6","39388","0.0-4.0-2.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","[]","null",""
"","","","","","image-button-response","7","43891","0.0-4.0-0.1","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","45422","0.0-4.0-1.1","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","1530","","","images/instructions/movie_2.png","0",""
"","","","","","image-button-response","9","47223","0.0-4.0-2.1","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","[]","null",""
"","","","","","image-button-response","10","51725","0.0-4.0-0.2","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","images/instructions/movie_3.png","null",""
"","","","","","image-button-response","11","52445","0.0-4.0-1.2","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","719","","","images/instructions/movie_3.png","0",""
"","","","","","image-button-response","12","54246","0.0-4.0-2.2","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","[]","null",""
"","","","","","image-button-response","13","58749","0.0-4.0-0.3","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","images/instructions/movie_4.png","null",""
"","","","","","image-button-response","14","59513","0.0-4.0-1.3","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","763","","","images/instructions/movie_4.png","0",""
"","","","","","image-button-response","15","61315","0.0-4.0-2.3","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","null","","","[]","null",""
"","","","","","instructions","16","66494","0.0-5.0","uuu6c1z4mn6om2j","uuu6c1z4mn6om2j-2024-04-14-06-59-35","5179","","[{""page_index"":0,""viewing_time"":4257},{""page_index"":1,""viewing_time"":923}]","","",""
