"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","1122","0.0-0.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","","","","","",""
"true","","","","","fullscreen","1","4808","0.0-1.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","2680","","","","",""
"","","","","","initialize-microphone","2","13816","0.0-2.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","","3691bebe2f79c0b29d851b091fb79cb01daa86dbe8700d811d512d6b4df28b4c","","","",""
"","","","","","instructions","3","22493","0.0-3.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","8675","","[{""page_index"":0,""viewing_time"":1965},{""page_index"":1,""viewing_time"":6708}]","","",""
"","","","","","image-button-response","4","26997","0.0-4.0-0.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","images/schemes/movie_scheme/movie_1.png","null",""
"","","","","","image-button-response","5","29699","0.0-4.0-1.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","images/schemes/movie_scheme/movie_1.png","null",""
"","","","","","image-button-response","6","31506","0.0-4.0-2.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","[]","null",""
"","","","","","image-button-response","7","36013","0.0-4.0-0.1","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","images/schemes/movie_scheme/movie_2.png","null",""
"","","","","","image-button-response","8","37888","0.0-4.0-1.1","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","1874","","","images/schemes/movie_scheme/movie_2.png","0",""
"","","","","","image-button-response","9","39693","0.0-4.0-2.1","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","[]","null",""
"","","","","","image-button-response","10","44196","0.0-4.0-0.2","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","images/schemes/movie_scheme/movie_3.png","null",""
"","","","","","image-button-response","11","45874","0.0-4.0-1.2","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","1677","","","images/schemes/movie_scheme/movie_3.png","0",""
"","","","","","image-button-response","12","47679","0.0-4.0-2.2","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","[]","null",""
"","","","","","image-button-response","13","52184","0.0-4.0-0.3","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","images/schemes/movie_scheme/movie_4.png","null",""
"","","","","","image-button-response","14","54239","0.0-4.0-1.3","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","2053","","","images/schemes/movie_scheme/movie_4.png","0",""
"","","","","","image-button-response","15","56044","0.0-4.0-2.3","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","null","","","[]","null",""
"","","","","","instructions","16","66489","0.0-5.0","8fktw0yuv17fajp","8fktw0yuv17fajp-2024-02-16-04-06-34","10444","","[{""page_index"":0,""viewing_time"":9373},{""page_index"":1,""viewing_time"":1071}]","","",""
