success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject,subject_id,study_id,session_id,urlvar,current_url,selected_option,audio_id,view_history,rt,device_id,stimulus,response,estimated_stimulus_onset
TRUE,FALSE,[],[],[],preload,0,4525,0.0-0.0,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,728df4a9-f61b-42a0-abcb-a3fc090779f9,8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"{""participantId"":""84EF3A4660034354B098DECA683C4357"",""assignmentId"":""728df4a9-f61b-42a0-abcb-a3fc090779f9"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}",https://test12345.live/?participantId=84EF3A4660034354B098DECA683C4357&assignmentId=728df4a9-f61b-42a0-abcb-a3fc090779f9&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"[{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]",84EF3A4660034354B098DECA683C4357-2024-07-22-23-55-05,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,instructions,1,9868,0.0-1.0,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,728df4a9-f61b-42a0-abcb-a3fc090779f9,8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"{""participantId"":""84EF3A4660034354B098DECA683C4357"",""assignmentId"":""728df4a9-f61b-42a0-abcb-a3fc090779f9"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}",https://test12345.live/?participantId=84EF3A4660034354B098DECA683C4357&assignmentId=728df4a9-f61b-42a0-abcb-a3fc090779f9&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"[{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]",84EF3A4660034354B098DECA683C4357-2024-07-22-23-55-05,"[{""page_index"":0,""viewing_time"":5342}]",5342,NA,NA,NA,NA
NA,NA,NA,NA,NA,instructions,2,12377,0.0-2.0,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,728df4a9-f61b-42a0-abcb-a3fc090779f9,8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"{""participantId"":""84EF3A4660034354B098DECA683C4357"",""assignmentId"":""728df4a9-f61b-42a0-abcb-a3fc090779f9"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}",https://test12345.live/?participantId=84EF3A4660034354B098DECA683C4357&assignmentId=728df4a9-f61b-42a0-abcb-a3fc090779f9&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"[{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]",84EF3A4660034354B098DECA683C4357-2024-07-22-23-55-05,"[{""page_index"":0,""viewing_time"":2507}]",2507,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,fullscreen,3,15422,0.0-3.0,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,728df4a9-f61b-42a0-abcb-a3fc090779f9,8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"{""participantId"":""84EF3A4660034354B098DECA683C4357"",""assignmentId"":""728df4a9-f61b-42a0-abcb-a3fc090779f9"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}",https://test12345.live/?participantId=84EF3A4660034354B098DECA683C4357&assignmentId=728df4a9-f61b-42a0-abcb-a3fc090779f9&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"[{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]",84EF3A4660034354B098DECA683C4357-2024-07-22-23-55-05,NA,2034,NA,NA,NA,NA
NA,NA,NA,NA,NA,initialize-microphone,4,19425,0.0-4.0,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,728df4a9-f61b-42a0-abcb-a3fc090779f9,8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"{""participantId"":""84EF3A4660034354B098DECA683C4357"",""assignmentId"":""728df4a9-f61b-42a0-abcb-a3fc090779f9"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}",https://test12345.live/?participantId=84EF3A4660034354B098DECA683C4357&assignmentId=728df4a9-f61b-42a0-abcb-a3fc090779f9&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"[{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]",84EF3A4660034354B098DECA683C4357-2024-07-22-23-55-05,NA,NA,wUDuhSXLAlH4ltNMOLffcgXFjvKt3ZHllKgZamv3Cig=,NA,NA,NA
NA,NA,NA,NA,NA,instructions,5,22535,0.0-5.0,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,728df4a9-f61b-42a0-abcb-a3fc090779f9,8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"{""participantId"":""84EF3A4660034354B098DECA683C4357"",""assignmentId"":""728df4a9-f61b-42a0-abcb-a3fc090779f9"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}",https://test12345.live/?participantId=84EF3A4660034354B098DECA683C4357&assignmentId=728df4a9-f61b-42a0-abcb-a3fc090779f9&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"[{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]",84EF3A4660034354B098DECA683C4357-2024-07-22-23-55-05,"[{""page_index"":0,""viewing_time"":812},{""page_index"":1,""viewing_time"":1128},{""page_index"":2,""viewing_time"":1170}]",3110,NA,NA,NA,NA
NA,NA,NA,NA,NA,image-button-response,6,27541,0.0-6.0,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,728df4a9-f61b-42a0-abcb-a3fc090779f9,8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"{""participantId"":""84EF3A4660034354B098DECA683C4357"",""assignmentId"":""728df4a9-f61b-42a0-abcb-a3fc090779f9"",""projectId"":""8bf6df8b-65cd-48e9-a0be-8f7d173ccf15""}",https://test12345.live/?participantId=84EF3A4660034354B098DECA683C4357&assignmentId=728df4a9-f61b-42a0-abcb-a3fc090779f9&projectId=8bf6df8b-65cd-48e9-a0be-8f7d173ccf15,"[{""stimulus"":""images/stories/market_story/market_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_a/0_celebs_a.png"",""choices"":[],""prompt"":"""",""stimulus_width"":""600"",""stimulus_height"":""600"",""trial_duration"":""5000""},{""stimulus"":""images/celebs/timeline_b/0_celebs_b.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/flight_scheme/flight_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/schemes/restaurant_scheme/restaurant_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""},{""stimulus"":""images/stories/paris_story/paris_story_0.png"",""stimulus_width"":""600"",""stimulus_height"":""600"",""choices"":[],""prompt"":"""",""trial_duration"":""5000""}]",84EF3A4660034354B098DECA683C4357-2024-07-22-23-55-05,NA,null,NA,images/instructions/movie_0.png,null,NA
