"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","2835","0.0-0.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","","","","","",""
"true","","","","","fullscreen","1","5571","0.0-1.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","1733","","","","",""
"","","","","","initialize-microphone","2","15226","0.0-2.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","","cf1a6597ddc5fe4ded40b5305f531f4ca2f0ab793fe50f6d71ecca3a72598fc2","","","",""
"","","","","","instructions","3","21969","0.0-3.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","6743","","[{""page_index"":0,""viewing_time"":1193},{""page_index"":1,""viewing_time"":5550}]","","",""
"","","","","","image-button-response","4","26474","0.0-4.0-0.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","29103","0.0-4.0-1.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","2627","","","images/instructions/movie_1.png","1",""
"","","","","","image-button-response","6","30906","0.0-4.0-2.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","[]","null",""
"","","","","","image-button-response","7","35409","0.0-4.0-0.1","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","36621","0.0-4.0-1.1","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","1210","","","images/instructions/movie_2.png","0",""
"","","","","","image-button-response","9","38424","0.0-4.0-2.1","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","[]","null",""
"","","","","","image-button-response","10","42928","0.0-4.0-0.2","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","images/instructions/movie_3.png","null",""
"","","","","","image-button-response","11","44754","0.0-4.0-1.2","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","1824","","","images/instructions/movie_3.png","0",""
"","","","","","image-button-response","12","46557","0.0-4.0-2.2","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","[]","null",""
"","","","","","image-button-response","13","51059","0.0-4.0-0.3","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","images/instructions/movie_4.png","null",""
"","","","","","image-button-response","14","51719","0.0-4.0-1.3","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","658","","","images/instructions/movie_4.png","0",""
"","","","","","image-button-response","15","53522","0.0-4.0-2.3","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","null","","","[]","null",""
"","","","","","instructions","16","60569","0.0-5.0","gy23kzkewxnhujw","gy23kzkewxnhujw-2024-03-20-17-10-15","7046","","[{""page_index"":0,""viewing_time"":6096},{""page_index"":1,""viewing_time"":949}]","","",""
