"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","3338","0.0-0.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","","","","","",""
"true","","","","","fullscreen","1","7707","0.0-1.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","3361","","","","",""
"","","","","","initialize-microphone","2","27800","0.0-2.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","","70567d105282d670fcf4e98bba9796afd732a57ce8698734e321e6ec88884843","","","",""
"","","","","","instructions","3","34869","0.0-3.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","7067","","[{""page_index"":0,""viewing_time"":1813},{""page_index"":1,""viewing_time"":5252}]","","",""
"","","","","","image-button-response","4","39379","0.0-4.0-0.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","41343","0.0-4.0-1.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","1959","","","images/instructions/movie_1.png","1",""
"","","","","","image-button-response","6","43148","0.0-4.0-2.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","[]","null",""
"","","","","","image-button-response","7","47662","0.0-4.0-0.1","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","48474","0.0-4.0-1.1","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","808","","","images/instructions/movie_2.png","0",""
"","","","","","image-button-response","9","50292","0.0-4.0-2.1","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","[]","null",""
"","","","","","image-button-response","10","54796","0.0-4.0-0.2","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","images/instructions/movie_3.png","null",""
"","","","","","image-button-response","11","55349","0.0-4.0-1.2","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","550","","","images/instructions/movie_3.png","0",""
"","","","","","image-button-response","12","57152","0.0-4.0-2.2","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","[]","null",""
"","","","","","image-button-response","13","61658","0.0-4.0-0.3","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","images/instructions/movie_4.png","null",""
"","","","","","image-button-response","14","62149","0.0-4.0-1.3","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","488","","","images/instructions/movie_4.png","0",""
"","","","","","image-button-response","15","63963","0.0-4.0-2.3","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","null","","","[]","null",""
"","","","","","instructions","16","69301","0.0-5.0","p0fu5g0ub9o6mp3","p0fu5g0ub9o6mp3-2024-03-20-17-09-22","5337","","[{""page_index"":0,""viewing_time"":4316},{""page_index"":1,""viewing_time"":1020}]","","",""
