"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","4392","0.0-0.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","","","","","",""
"true","","","","","fullscreen","1","9678","0.0-1.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","4284","","","","",""
"","","","","","initialize-microphone","2","32880","0.0-2.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","","7774d5d52f3bdfd6d07f9914a0129674e1ead810238ad7899110697bd10dc028","","","",""
"","","","","","instructions","3","42198","0.0-3.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","9317","","[{""page_index"":0,""viewing_time"":1653},{""page_index"":1,""viewing_time"":7664}]","","",""
"","","","","","image-button-response","4","46701","0.0-4.0-0.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","5","49405","0.0-4.0-1.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","images/instructions/movie_1.png","null",""
"","","","","","image-button-response","6","51207","0.0-4.0-2.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","[]","null",""
"","","","","","image-button-response","7","55710","0.0-4.0-0.1","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","images/instructions/movie_2.png","null",""
"","","","","","image-button-response","8","56574","0.0-4.0-1.1","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","863","","","images/instructions/movie_2.png","0",""
"","","","","","image-button-response","9","58376","0.0-4.0-2.1","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","[]","null",""
"","","","","","image-button-response","10","62878","0.0-4.0-0.2","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","images/instructions/movie_3.png","null",""
"","","","","","image-button-response","11","63740","0.0-4.0-1.2","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","861","","","images/instructions/movie_3.png","0",""
"","","","","","image-button-response","12","65542","0.0-4.0-2.2","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","[]","null",""
"","","","","","image-button-response","13","70045","0.0-4.0-0.3","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","images/instructions/movie_4.png","null",""
"","","","","","image-button-response","14","71075","0.0-4.0-1.3","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","1029","","","images/instructions/movie_4.png","0",""
"","","","","","image-button-response","15","72878","0.0-4.0-2.3","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","null","","","[]","null",""
"","","","","","instructions","16","79295","0.0-5.0","4qvr9d7pmw7ul5u","4qvr9d7pmw7ul5u-2024-03-20-17-12-12","6416","","[{""page_index"":0,""viewing_time"":4927},{""page_index"":1,""viewing_time"":1489}]","","",""
